3.22867E-06	0.04326
3.20297E-06	0.06868
3.18487E-06	0.09866
3.16875E-06	0.13167
3.15632E-06	0.1647
3.14308E-06	0.20894
3.13494E-06	0.23876
3.13007E-06	0.28241
3.122E-06	0.34672
3.10917E-06	0.44777
3.10597E-06	0.48913
3.09903E-06	0.54669
3.09393E-06	0.58128
3.08546E-06	0.61584
3.08039E-06	0.65494
3.07367E-06	0.68952
3.06198E-06	0.72255
3.0405E-06	0.73744
3.00483E-06	0.72964
2.9794E-06	0.75352
2.96685E-06	0.78353
2.95286E-06	0.82557
2.94206E-06	0.85861
2.93287E-06	0.89316
2.92374E-06	0.9262
2.91165E-06	0.95922
2.90415E-06	0.98024
2.88039E-06	0.98756
2.87305E-06	0.97094
2.86137E-06	0.93922
2.85124E-06	0.90601
2.84117E-06	0.86979
2.8326E-06	0.83659
2.8128E-06	0.76716
2.79884E-06	0.73693
2.78362E-06	0.70517
2.76586E-06	0.6749
2.75504E-06	0.65823
2.731E-06	0.63542
2.69959E-06	0.5749
2.68672E-06	0.54466
2.67524E-06	0.51143
2.6626E-06	0.47818
2.65007E-06	0.44794
2.61928E-06	0.36934
2.60715E-06	0.3391
2.59515E-06	0.30586
2.58088E-06	0.2771
2.56327E-06	0.25132
2.54589E-06	0.22252
2.52083E-06	0.18461
2.49848E-06	0.16779
2.47978E-06	0.14499
2.47651E-06	0.14195
2.45279E-06	0.12661
2.43057E-06	0.1128
2.40772E-06	0.09746
2.38328E-06	0.08963
2.35933E-06	0.0818
2.33585E-06	0.07397
2.31284E-06	0.06463
2.29027E-06	0.05831
2.26814E-06	0.05499
