3.1E-06    0.0
3.09875E-06    0.1055
3.08764E-06    0.13213
3.07854E-06    0.16321
3.07401E-06    0.18393
3.06563E-06    0.215
3.0637E-06    0.2224
3.05538E-06    0.25496
3.04774E-06    0.28604
3.04013E-06    0.3186
3.03256E-06    0.35115
3.0269E-06    0.37928
3.0194E-06    0.41183
3.01691E-06    0.42367
3.01069E-06    0.45772
3.00449E-06    0.49176
2.99832E-06    0.5258
2.99279E-06    0.55985
2.98972E-06    0.57909
2.98361E-06    0.61313
2.98117E-06    0.62941
2.9751E-06    0.66346
2.96965E-06    0.6975
2.96422E-06    0.73154
2.95881E-06    0.76559
2.95641E-06    0.77891
2.94985E-06    0.81147
2.94747E-06    0.82035
2.93859E-06    0.84994
2.92918E-06    0.87805
2.91926E-06    0.90468
2.90882E-06    0.92834
2.89732E-06    0.95052
2.88534E-06    0.96826
2.87346E-06    0.99044
2.86002E-06    0.99632
2.84615E-06    0.99925
2.83297E-06    0.99773
2.81992E-06    0.99029
2.81668E-06    0.97843
2.80485E-06    0.96063
2.79419E-06    0.93987
2.78414E-06    0.91762
2.77364E-06    0.89538
2.76373E-06    0.87166
2.7539E-06    0.84794
2.74465E-06    0.82421
2.73495E-06    0.80049
2.72532E-06    0.77825
2.71677E-06    0.75305
2.70827E-06    0.72933
2.69982E-06    0.70265
2.69142E-06    0.67745
2.68259E-06    0.65225
2.67381E-06    0.62853
2.66509E-06    0.60333
2.65595E-06    0.58109
2.64686E-06    0.55736
2.63737E-06    0.53512
2.62841E-06    0.51288
2.61905E-06    0.49212
2.60975E-06    0.46987
2.60052E-06    0.44911
2.59089E-06    0.42983
2.58225E-06    0.40907
2.5723E-06    0.39274
2.56244E-06    0.37494
2.55309E-06    0.35714
2.54337E-06    0.33785
2.53372E-06    0.32005
2.52372E-06    0.30372
2.51422E-06    0.28888
2.50436E-06    0.27404
2.49458E-06    0.25919
2.4853E-06    0.24583
2.47567E-06    0.23247
2.46652E-06    0.22059
2.45744E-06    0.20871
2.44802E-06    0.19831
2.43868E-06    0.18939
2.4298E-06    0.17602
2.42099E-06    0.16562
2.41185E-06    0.15522
2.40277E-06    0.1463
2.39377E-06    0.13738
2.39E-06    0.0
