3.91362E-06	0.010035548
3.889E-06	0.402871206
3.88204E-06	0.610295324
3.87509E-06	0.842876675
3.86126E-06	1
3.84754E-06	0.833388023
3.8373E-06	0.52219032
3.82712E-06	0.339868745
3.80693E-06	0.239253486
3.79692E-06	0.283223954
3.78034E-06	0.314629478
3.77703E-06	0.349193328
3.77045E-06	0.380598852
3.74761E-06	0.40255674
3.71226E-06	0.399330052
3.69911E-06	0.387544435
3.69012E-06	0.392986054
3.66233E-06	0.416502598
3.63523E-06	0.45192781
3.60411E-06	0.484126333
3.55671E-06	0.439800383
3.52486E-06	0.370576976
3.47116E-06	0.304429861
3.41637E-06	0.282280558
3.35027E-06	0.206658463
3.27674E-06	0.12786437
3.14578E-06	0.067733115
3.07866E-06	0.120932458
3.027E-06	0.237052229
2.96075E-06	0.208517911
2.88191E-06	0.283661471
2.84405E-06	0.318074925
2.78191E-06	0.236108832
2.71219E-06	0.188665573
2.66379E-06	0.172723544
2.60137E-06	0.11271534
2.54479E-06	0.074719716
2.48063E-06	0.042958709




